question;cypher;group;answer;cleaned_query;duration_query_generation;db_result;syntax_error;timeout_error;duration_query_execution;chat_generation_answer;duration_chat_answer;Human Evaluation
Are Kleoslyneyland and Gluengington on the same line?;"MATCH (var1) WHERE var1.name=""Kleoslyneyland""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  MATCH (var6) WHERE var6.name=""Gluengington""  MATCH (var6)-[var7]-() WITH 1 AS foo, var5, var7.line_name AS var8  WITH 1 AS foo, var5, var8 AS var9 WITH DISTINCT var9 as var10, 1 AS foo, var5  WITH 1 AS foo, length(apoc.coll.intersection(collect(var5), collect(var10))) > 0 AS var11 RETURN var11";;False;"MATCH (s1:STATION {name: ""Kleoslyneyland""})-[r:EDGE]-(s2:STATION {name: ""Gluengington""})
RETURN COUNT(DISTINCT r.line_id) > 0 AS OnSameLine
";3.681643724441528;"[{""OnSameLine"": false}]";False;False;0.0103344917297363;No, Kleoslyneyland and Gluengington are not on the same line.;1.040965557098389;Correct
Are Sqiirry Estate and Whoubbridge on the same line?;"MATCH (var1) WHERE var1.name=""Sqiirry Estate""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  MATCH (var6) WHERE var6.name=""Whoubbridge""  MATCH (var6)-[var7]-() WITH 1 AS foo, var5, var7.line_name AS var8  WITH 1 AS foo, var5, var8 AS var9 WITH DISTINCT var9 as var10, 1 AS foo, var5  WITH 1 AS foo, length(apoc.coll.intersection(collect(var5), collect(var10))) > 0 AS var11 RETURN var11";;False;"MATCH (s1:STATION {name: ""Sqiirry Estate""})-[r:EDGE]-(s2:STATION {name: ""Whoubbridge""})
RETURN COUNT(DISTINCT r.line_id) > 0 AS OnSameLine
";5.396729946136475;"[{""OnSameLine"": false}]";False;False;0.0100083351135253;No, Sqiirry Estate and Whoubbridge are not on the same line.;1.4761967658996582;Correct
How many lines is Mccay Boulevard on?;"MATCH (var1) WHERE var1.name=""Mccay Boulevard""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  RETURN length(collect(var5)) ";;2;"MATCH (:STATION {name: ""Mccay Boulevard""})-[r:EDGE]-()
RETURN COUNT(DISTINCT r.line_id) AS NumberOfLines
";4.807941436767578;"[{""NumberOfLines"": 2}]";False;False;0.0080742835998535;Mccay Boulevard spans across two lines.;0.8442385196685791;Correct
Does Whiaop Street have rail connections?;"MATCH (var1) WHERE var1.name=""Whiaop Street""  WITH 1 AS foo, var1.has_rail AS var2 RETURN var2";;True;"MATCH (s1:STATION {name: ""Whiaop Street""})-[:EDGE]->(s2:STATION)
RETURN s1.has_rail AS HasRail
";2.6611263751983643;"[{""HasRail"": true}]";False;False;0.0101113319396972;Yes, Whiaop Street has rail connections.;1.0231177806854248;Correct
How many sizes of station does Cyan Troll pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Cyan Troll""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.size AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;5;"MATCH (s1:STATION)-[e:EDGE]->(s2:STATION) WHERE e.line_name = 'Cyan Troll' UNWIND [s1.size, s2.size] AS stationSize
RETURN COUNT(DISTINCT stationSize)
";6.949915647506714;"[{""COUNT(DISTINCT stationSize)"": 5}]";False;False;0.0113852024078369;Cyan Troll passes through five different sizes of stations.;1.146823167800903;Correct
At Sneons Boulevard what sort of music plays?;"MATCH (var1) WHERE var1.name=""Sneons Boulevard""  WITH 1 AS foo, var1.music AS var2 RETURN var2";;rnb;"MATCH (s:STATION {name: ""Sneons Boulevard""})
RETURN s.name AS Station, s.music AS MusicType
";2.288907527923584;"[{""Station"": ""Sneons Boulevard"", ""MusicType"": ""rnb""}]";False;False;0.0075953006744384;At Sneons Boulevard, you can enjoy the smooth sounds of R&B music.;1.3751542568206787;Correct
How many architectural styles does Orange Dwomp pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Orange Dwomp""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.architecture AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;5;"MATCH (s1:STATION)-[e:EDGE]->(s2:STATION) WHERE e.line_name = 'Orange Dwomp' UNWIND [s1.architecture, s2.architecture] AS architectureStyle
RETURN COUNT(DISTINCT architectureStyle)
";3.649368286132813;"[{""COUNT(DISTINCT architectureStyle)"": 5}]";False;False;0.0042507648468017;Orange Dwomp passes through five distinct architectural styles.;0.9372575283050536;Correct
Does Dyniaopt On Trent have disabled access?;"MATCH (var1) WHERE var1.name=""Dyniaopt On Trent""  WITH 1 AS foo, var1.disabled_access AS var2 RETURN var2";;False;"MATCH (station:STATION {name: ""Dyniaopt On Trent""})
RETURN station.name AS Station, station.disabled_access AS DisabledAccess
";3.101091861724853;"[{""Station"": ""Dyniaopt On Trent"", ""DisabledAccess"": false}]";False;False;0.0076608657836914;No, Dyniaopt On Trent does not have disabled access.;0.987717628479004;Correct
Describe Keauntz Hospital station's architectural style.;"MATCH (var1) WHERE var1.name=""Keauntz Hospital""  WITH 1 AS foo, var1.architecture AS var2 RETURN var2";;new;"MATCH (station:STATION {name: ""Keauntz Hospital""})
RETURN station.architecture AS ArchitecturalStyle
";1.8816688060760496;"[{""ArchitecturalStyle"": ""new""}]";False;False;0.0082268714904785;Keauntz Hospital station features a new architectural style.;1.094085931777954;Correct
Are Cuinnton and Spriaords Palace on the same line?;"MATCH (var1) WHERE var1.name=""Cuinnton""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  MATCH (var6) WHERE var6.name=""Spriaords Palace""  MATCH (var6)-[var7]-() WITH 1 AS foo, var5, var7.line_name AS var8  WITH 1 AS foo, var5, var8 AS var9 WITH DISTINCT var9 as var10, 1 AS foo, var5  WITH 1 AS foo, length(apoc.coll.intersection(collect(var5), collect(var10))) > 0 AS var11 RETURN var11";;False;"MATCH (s1:STATION {name: ""Cuinnton""})-[r:EDGE]-(s2:STATION {name: ""Spriaords Palace""})
RETURN COUNT(r) > 0 AS OnSameLine
";4.084021806716919;"[{""OnSameLine"": false}]";False;False;0.0039997100830078;No, Cuinnton and Spriaords Palace are not on the same line.;1.209001064300537;Correct
How clean is Thorr On Trent?;"MATCH (var1) WHERE var1.name=""Thorr On Trent""  WITH 1 AS foo, var1.cleanliness AS var2 RETURN var2";;derilict;"MATCH (station:STATION {name: ""Thorr On Trent""})
RETURN station.name AS Station, station.cleanliness AS Cleanliness
";2.0735886096954346;"[{""Station"": ""Thorr On Trent"", ""Cleanliness"": ""derilict""}]";False;False;0.0073049068450927;Thorr On Trent station is currently in a derelict state.;1.1200945377349854;Correct
Which stations does Cyan Hypory pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Cyan Hypory""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4 AS var5 WITH DISTINCT var5 as var6, 1 AS foo  WITH 1 AS foo, var6.name AS var7  RETURN var7";;['Sceiys Road', 'Ghiigh Way', 'Slairt Estate', 'Krep Bridge', 'Schlauebs Street', 'Rhuol Palace', 'Sift Boulevard', 'Klioc Palace', 'Fiallsneyland', 'Mcnuody Square', 'Klardham', 'Mclaipt Crossing', 'Xaung Boulevard', 'Wuierrham', 'Twoud Boulevard', 'Hypeacts Manor', 'Schrioull St', 'Sloiacy Upon Thames', 'Hypask Square'];"MATCH (:LINE {name: ""Cyan Hypory""})<-[e:EDGE]-(:STATION)-[e2:EDGE]->(s:STATION)
RETURN DISTINCT s.name AS Station
";3.010672092437744;[];False;False;0.0033695697784423;I don't know the answer.;1.076697587966919;Incorrect
How many sizes of station does Orange Dweots pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Orange Dweots""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.size AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;5;"MATCH (s1:STATION)-[e:EDGE]->(s2:STATION) WHERE e.line_name = 'Orange Dweots' UNWIND [s1.size, s2.size] AS stationSize
RETURN COUNT(DISTINCT stationSize)
";8.48044228553772;"[{""COUNT(DISTINCT stationSize)"": 5}]";False;False;0.0115096569061279;Orange Dweots passes through five different sizes of stations.;1.2478339672088623;Correct
How many architectural styles does Purple Xiour pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Purple Xiour""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.architecture AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;5;"MATCH (s1:STATION)-[e:EDGE]->(s2:STATION) WHERE e.line_name = 'Purple Xiour' UNWIND [s1.architecture, s2.architecture] AS architectureStyle
RETURN COUNT(DISTINCT architectureStyle)
";2.866608142852783;"[{""COUNT(DISTINCT architectureStyle)"": 5}]";False;False;0.012542724609375;Purple Xiour passes through five distinct architectural styles.;1.7312917709350586;Correct
How clean is Psycheuff Palace?;"MATCH (var1) WHERE var1.name=""Psycheuff Palace""  WITH 1 AS foo, var1.cleanliness AS var2 RETURN var2";;clean;"MATCH (station:STATION {name: ""Psycheuff Palace""})
RETURN station.name AS Station, station.cleanliness AS Cleanliness
";3.660866737365722;"[{""Station"": ""Psycheuff Palace"", ""Cleanliness"": ""clean""}]";False;False;0.00801682472229;Psycheuff Palace is clean.;1.2415940761566162;Correct
How many sizes of station does Orange Dweots pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Orange Dweots""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.size AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;5;"MATCH (s1:STATION)-[e:EDGE]->(s2:STATION) WHERE e.line_name = 'Orange Dweots' UNWIND [s1.size, s2.size] AS stationSize
RETURN COUNT(DISTINCT stationSize)
";3.129969835281372;"[{""COUNT(DISTINCT stationSize)"": 5}]";False;False;0.0039999485015869;Orange Dweots passes through five different sizes of stations.;1.144115924835205;Correct
How big is Fiallsneyland?;"MATCH (var1) WHERE var1.name=""Fiallsneyland""  WITH 1 AS foo, var1.size AS var2 RETURN var2";;medium-sized;"MATCH (s:STATION {name: ""Fiallsneyland""})
RETURN s.size AS Size
";1.787398099899292;"[{""Size"": ""medium-sized""}]";False;False;0.0063426494598388;Fiallsneyland is medium-sized.;0.9283435344696044;Correct
How many architectural styles does Purple Hydraf pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Purple Hydraf""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.architecture AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;5;"MATCH (s1:STATION)-[e:EDGE]->(s2:STATION) WHERE e.line_name = 'Purple Hydraf' UNWIND [s1.architecture, s2.architecture] AS architectureStyle
RETURN COUNT(DISTINCT architectureStyle)
";2.779893636703491;"[{""COUNT(DISTINCT architectureStyle)"": 5}]";False;False;0.0113301277160644;Purple Hydraf passes through five distinct architectural styles.;1.3928844928741455;Correct
How many stations are between Snieub Estate and Schwoschham?;"MATCH (var1) MATCH (var2) MATCH tmp1 = shortestPath((var1)-[*]-(var2))  WHERE var1.name=""Snieub Estate"" AND var2.name=""Schwoschham""  WITH 1 AS foo, tmp1 AS var3 UNWIND nodes(var3) AS var4  RETURN length(collect(var4))  - 2";MultiStep;8;"MATCH path = shortestPath((start:STATION {name: 'Snieub Estate'})-[:EDGE*..50]-(end:STATION {name: 'Schwoschham'}))
RETURN LENGTH(path) - 1 AS stationsBetween
";4.312634944915772;"[{""stationsBetween"": 8}]";False;False;0.0086119174957275;There are 8 stations between Snieub Estate and Schwoschham.;1.363624095916748;Correct
How clean is Mccliiv Boulevard?;"MATCH (var1) WHERE var1.name=""Mccliiv Boulevard""  WITH 1 AS foo, var1.cleanliness AS var2 RETURN var2";;rat-infested;"MATCH (s:STATION {name: ""Mccliiv Boulevard""})
RETURN s.name AS Station, s.cleanliness AS Cleanliness
";2.9447858333587646;"[{""Station"": ""Mccliiv Boulevard"", ""Cleanliness"": ""rat-infested""}]";False;False;0.0145156383514404;"Mccliiv Boulevard is currently experiencing a cleanliness issue; it is rat-infested.";0.959766149520874;Correct
Which lines is Symbeiash Hospital on?;"MATCH (var1) WHERE var1.name=""Symbeiash Hospital""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  RETURN var5";;['Cyan Troll', 'Pink Whiel'];"MATCH (:STATION {name: ""Symbeiash Hospital""})-[r:EDGE]-()
RETURN DISTINCT r.line_name AS LineName
";2.151429891586304;"[{""LineName"": ""Pink Whiel""}, {""LineName"": ""Cyan Troll""}]";False;False;0.0090041160583496;Symbeiash Hospital is on the Pink Whiel and Cyan Troll lines.;1.5086402893066406;Correct
How many lines is Maiaz Court on?;"MATCH (var1) WHERE var1.name=""Maiaz Court""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  RETURN length(collect(var5)) ";;2;"MATCH (:STATION {name: ""Maiaz Court""})-[r:EDGE]-()
RETURN COUNT(DISTINCT r.line_id) AS NumberOfLines
";4.198629856109619;"[{""NumberOfLines"": 2}]";False;False;0.0085036754608154;Maiaz Court is on two lines.;0.681105375289917;Correct
How clean is Viuth Estate?;"MATCH (var1) WHERE var1.name=""Viuth Estate""  WITH 1 AS foo, var1.cleanliness AS var2 RETURN var2";;dirty;"MATCH (s:STATION {name: ""Viuth Estate""})
RETURN s.name AS Station, s.cleanliness AS Cleanliness
";3.5047202110290527;"[{""Station"": ""Viuth Estate"", ""Cleanliness"": ""dirty""}]";False;False;0.0076937675476074;Viuth Estate is currently in a dirty state.;0.824718713760376;Correct
Which stations does Orange Screic pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Orange Screic""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4 AS var5 WITH DISTINCT var5 as var6, 1 AS foo  WITH 1 AS foo, var6.name AS var7  RETURN var7";;['Schiirn Hospital', 'Keauntz Hospital', 'Montlyham', 'Claass Boulevard', 'Sqeacs International', 'Viuth Estate', 'Typoawn Street', 'Greerry On Trent', 'Twaizbridge', 'Pfaantlywich', 'Clath Grove', 'Pfuantlyington', 'Kleompton', 'Syneipt St'];"MATCH (:LINE {name: 'Orange Screic'})<-[e:EDGE]-(:STATION)-[e2:EDGE]->(s:STATION)
RETURN DISTINCT s.name AS Station
";3.5592403411865234;[];False;False;0.0092208385467529;I don't know the answer.;1.1245079040527344;Incorrect
How many sizes of station does Orange Faw pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Orange Faw""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.size AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;5;"MATCH (s1:STATION)-[e:EDGE]->(s2:STATION) WHERE e.line_name = 'Orange Faw' UNWIND [s1.size, s2.size] AS stationSize
RETURN COUNT(DISTINCT stationSize)
";5.597493171691895;"[{""COUNT(DISTINCT stationSize)"": 5}]";False;False;0.0091714859008789;Orange Faw passes through five different sizes of stations.;1.0978403091430664;Correct
Are Ghaiockham and Mcgeegsington on the same line?;"MATCH (var1) WHERE var1.name=""Ghaiockham""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  MATCH (var6) WHERE var6.name=""Mcgeegsington""  MATCH (var6)-[var7]-() WITH 1 AS foo, var5, var7.line_name AS var8  WITH 1 AS foo, var5, var8 AS var9 WITH DISTINCT var9 as var10, 1 AS foo, var5  WITH 1 AS foo, length(apoc.coll.intersection(collect(var5), collect(var10))) > 0 AS var11 RETURN var11";;False;"MATCH (s1:STATION {name: ""Ghaiockham""})-[r:EDGE]-(s2:STATION {name: ""Mcgeegsington""})
RETURN COUNT(r) > 0 AS OnSameLine
";4.078920364379883;"[{""OnSameLine"": false}]";False;False;0.0094382762908935;No, Ghaiockham and Mcgeegsington are not on the same line.;1.5641486644744873;Correct
How many architectural styles does Purple Hydraf pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Purple Hydraf""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.architecture AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;5;"MATCH (s1:STATION)-[e:EDGE]->(s2:STATION) WHERE e.line_name = 'Purple Hydraf' UNWIND [s1.architecture, s2.architecture] AS architectureStyle
RETURN COUNT(DISTINCT architectureStyle)
";7.86049222946167;"[{""COUNT(DISTINCT architectureStyle)"": 5}]";False;False;0.002734899520874;Purple Hydraf passes through five distinct architectural styles.;1.3393640518188477;Correct
Does Mcmeig Grove have rail connections?;"MATCH (var1) WHERE var1.name=""Mcmeig Grove""  WITH 1 AS foo, var1.has_rail AS var2 RETURN var2";;False;"MATCH (s1:STATION {name: ""Mcmeig Grove""})-[:EDGE]->(s2:STATION)
RETURN s1.has_rail AS HasRail
";3.0135059356689453;"[{""HasRail"": false}]";False;False;0.0085160732269287;No, Mcmeig Grove does not have rail connections.;1.778339147567749;Correct
Which lines is Dwuiews Bridge on?;"MATCH (var1) WHERE var1.name=""Dwuiews Bridge""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  RETURN var5";;['Pink Dreark', 'Green Criengs', 'Cyan Beohn'];"MATCH (:STATION {name: ""Dwuiews Bridge""})-[r:EDGE]-()
RETURN DISTINCT r.line_name AS LineName
";2.705611228942871;"[{""LineName"": ""Green Criengs""}, {""LineName"": ""Cyan Beohn""}, {""LineName"": ""Pink Dreark""}]";False;False;0.0085070133209228;Dwuiews Bridge is not on any of the lines named Green Criengs, Cyan Beohn, or Pink Dreark.;2.249489545822144;Correct
How many lines is Mclaewn Upon Thames on?;"MATCH (var1) WHERE var1.name=""Mclaewn Upon Thames""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  RETURN length(collect(var5)) ";;1;"MATCH (:STATION {name: ""Mclaewn Upon Thames""})-[r:EDGE]-()
RETURN COUNT(DISTINCT r.line_id) AS NumberOfLines
";3.448504686355591;"[{""NumberOfLines"": 1}]";False;False;0.008190631866455;McLaren Upon Thames is on one line.;0.748490571975708;Correct
What music plays at Hypask Square?;"MATCH (var1) WHERE var1.name=""Hypask Square""  WITH 1 AS foo, var1.music AS var2 RETURN var2";;pop;"MATCH (station:STATION {name: ""Hypask Square""})
RETURN station.music AS Music
";1.6966688632965088;"[{""Music"": ""pop""}]";False;False;0.0070207118988037;Pop music plays at Hypask Square.;0.8147017955780029;Correct
How clean is Mcciays Court?;"MATCH (var1) WHERE var1.name=""Mcciays Court""  WITH 1 AS foo, var1.cleanliness AS var2 RETURN var2";;dirty;"MATCH (s:STATION {name: ""Mcciays Court""})
RETURN s.name AS Station, s.cleanliness AS Cleanliness
";2.446460962295532;"[{""Station"": ""Mcciays Court"", ""Cleanliness"": ""dirty""}]";False;False;0.0059988498687744;"Mcciays Court is currently not in the best condition; it's dirty.";1.053192377090454;Correct
